User,Rating,Date,ISO_Date,Review,Review_Length,Response
Selly Riani,5.0,3 tahun lalu,2022-02-14T16:16:17Z,"Makan bareng keluarga,tdnya mau take away. Tp akhirmya Dine in meskipun harus tunggu 1 jam untuk dapat no antrian.  Pelayanannya ok, ramah. Harganya murah dan mengenyangkan.  Masing2 dari kita order makanan dan minuman berbeda. Rasa mie nya bikin nagih. Dengan 5 porsi mie, dimsum,7 macam minuman,dan Snack nya kurleb sekitar 152 (incl take away juga).
Toilet nya bersih, yg perlu diperhatikan adalah musholla nya sempit.Apalagi waktu itu kita sholat berjamaah,jarak antara Ikhwan dan akhwat Deket banget.
Tp mie gacoan recommended kok, dengan harga murah tapi enak dan mengenyangkan 👍👍",586,
Kun Rutbah Sadid,5.0,4 tahun lalu,2021-05-07T15:15:30Z,"Enakkkk bgt !!!
Aseli ga boong...
Dimsum2 annya jga enakkk 👍
Harga pas di kantong,
Tempat luas & cozzy
Mantap 👍👍

Baru keturutan hari ini , coz selalu rame n wl hahahha 😂",170,
SAFIRA APRIANI,5.0,3 bulan lalu,2025-03-24T06:27:58Z,"Alhamdulillah, meski rame aa dan tetehnya tetep ramah dan gercep melayani. Kalau rasa mah gausah diragukan lagi lah yaaa, apalagi ujang kedunya beuhh ajibbb pokonamah",166,
Daffa Irfan,1.0,4 tahun lalu,2021-04-11T13:14:30Z,"Rame gara2 hype kayanya, enak pangsitnya doang, mie aga hambar & pelayanan kurang banget, makanan keluar semua & udah mau habis tapi minuman masih ngga jelas dimana. Meja yg baru datang malah dapat minum dulu (banyak meja lain yg nasibnya sama kaya saya). Kasir cuma 1 padahal antrian ada 2. Harga emang murah sih tapi apakah itu = pelayanan murahan juga?",355,
Sayyida Nafisa,4.0,4 tahun lalu,2021-03-16T04:21:21Z,"Untuk rasanya enak bangett, pesennya juga cepet sampe ke meja, ngantrinya maasyaa allah sekali beberapa jam. Dan sekarang udah dipisah untuk pemesanan via aplikasi dan yang dine in. Cuman sangat disanyangkan musholanya kecil banget dan tempat wudhunya terpisah dan sangat terbuka, tdk ada sekat dengan tempat makan, semoga ke depannya lebih baik.",346,
Nurmah,5.0,sebulan lalu,2025-06-07T03:41:12Z,"Tempat nya, enak banget pw terus harga menu nya sangat terjangkau. Pelayanan nya ramah",86,
Lili Triana,5.0,2 tahun lalu,2022-10-06T08:06:29Z,"Yah biasanya pesan online.. baru pertama kali pesan langsung. Tidak ada masalah dengan makanannya, baik rasa maupun porsinya, begitu pula dengan harganya yang lumayan ramah di kantong. Dan mungkin karena pas datang itu pagi, sekitar jam 10an jadi belum terlalu ramai, sehingga nyaman-nyaman saja. Tapi kalau dipikir-pikir kenapa kasirnya hanya ada 2 antrian, itupun yang satu khusus ojol, yg satu non ojol.. pantas lah ngantrinya lama..",436,
Tania Armeissa,5.0,setahun lalu,2023-11-24T04:40:44Z,"Mie gacoan nya agak beda rasa nya sama di cabang2 lain ya. Level 3 nya yg gacoan udah kaya level 5 pedes bgt wkwkw gada manis2 nya jugaa. Udang rambutan nya kurang enak, si kriwil2 nya beda deh bahan nya sama di cabang lain jd rasanya beda gitu kaya aci bukan kaya pangsit yg di iris panjang2.",293,
Gita Sani Azizah LM,5.0,setahun lalu,2024-02-26T03:38:57Z,"Pelayanan gesit dan ramah, makanannya enak, suka banget karena cocok buat jadi tempat istirahat abis ngampus, sugoiiii",118,
Puteri Carona,5.0,4 tahun lalu,2021-04-30T09:47:30Z,"Tempatnya luas, sirkulasi udara bagus, bersih dan pelayanan cepat cuma antriannya panjang.
Untuk parkir mobil agak susah.
Mienya pedes untuk level 1 udah cukup pedes.
Siomay yang ada di mienya enak dan dimsumnya juga enak yang pasti harganya murah tapi tetep enak.",264,
Melli Yuliana,5.0,4 tahun lalu,2021-04-13T07:47:30Z,"Hunting mie sampe ke ujung Bandung 🤭
Kali ini tersesat di Mie Gacoan @mie.gacoan .
Mienya enak, teksturnya kenyal dan harganya juga bersahabat gaesss... seporsinya cuma 9500an. Tempat makannya luas termasuk parkirannya.

on frame :
mie angel .. Rp. 9.545,-
lumpia udang ... Rp. 8.639,-/3 biji
pangsit goreng ... Rp. 9.549,-/5 biji
siomay ayam ... Rp. 8.639,-/3 biji
lemon tea ... Rp. 5.919,-
(blom PPN 10%)

Selama bulan puasa buka jam 11 siang.",445,
Tedhi DPW,4.0,4 tahun lalu,2021-05-09T07:53:41Z,"Pas dateng masih belum rame, pesan mie angel, siomay dan minumannya, belum pesan yg mie setan. Pelayanannya oke, murah dan tempatnya lumayan luas. Sayangnya nggak ada tisu dan saus buat menambah rasa.",200,
Ivan Pamuji,5.0,Diedit 3 tahun lalu,2021-09-28T04:36:58Z,"Rasa lumayan enak, dan yang bikin antriannya selalu penuh itu yaaa karena harganya MURAH BANGET!!

Beli 6 menu makanan + dua minuman cuman abis 60ribuan dan udah kenyang banget 😆

Harap bersabar dan memaklumi kalau pesan di jam-jam padat sepertu makan siang. Karena yang pesan sangat banyak.

Pelayanannya bagus, tempat juga nyaman dan luas. Saya paling suka sama Mie Setan dan Pangsitnya 🤩",390,
galaxy multimedia madura,5.0,2 minggu lalu,2025-07-02T06:13:37Z,Puas banget pelayanan nya dn makanan nya apa pagi tempat nya bagus bangett,74,
Rikhlatus Sa'adah,5.0,3 minggu lalu,2025-06-21T09:51:43Z,"Tempatnya enak, nyaman, bersih, menu-menunya juga murmerr bgt, seru buat tempat nongki",86,
Devica Sanmia,5.0,3 minggu lalu,2025-06-21T10:52:36Z,Enak banget tempatnya syahduu,29,
Yogie Guntur Oktavia Putra,5.0,3 tahun lalu,2022-07-02T15:54:56Z,"Diajak sama temen disini karena dia bm. Sebenernya gamau makan disini karena tau lah ngantrinya kaya gimana. Dan bener aja saya antri kurang lebih 50 menit di stopwatch. Untuk harganya menurut saya sangat murah sekali, seporsi mie 10k udah dapet mie dan pangsit, harga minumannya juga murah dan enak. Bener bener enak karena biasanya harga murah makanannya gak enak, tapi ini makanan dan minumannya enak",403,
Adinda Falasifa,4.0,setahun lalu,2024-01-30T12:41:10Z,"Selalu makan mie gacoan disini. Mie hompimpa, es gobak sodor, udang keju jadi menu favori. Tempatnya luas dan selalu ramai, tapi pelayanannya cepat",147,
Aes Bby,5.0,3 tahun lalu,2022-05-18T01:58:00Z,"5 bintang untuk pelayanan, cita rasa makanan dan kebersihan tempat. Gacoan dari dulu emang the best apalagi buka cabang di Bandung jadi makin sering ke Bandung cuma buat beli gacoan. Harga sangattt terjangkau. Mie enak bangettt udah 4x ke gacoan. Semoga nanti bisa buka cabang di Subang yaaaa",292,
Sarmilah,5.0,2 minggu lalu,2025-06-28T05:24:20Z,"Makanan nya enak,layanan nya baik dan ramah,Susana nya bagus dan adem",69,
Dea Zahra,3.0,4 tahun lalu,2021-06-17T03:50:44Z,"pengen bgt kesini karena lg booming hihi, pd akhirnya aku memutuskan untuk beli disana dan makan disana. dateng ber4 udah ngantri panjng ktnya gadapet no meja pdhal di situ ada no meja banyak aneh gasi....
ditunggu ktnya akhirnya dikasih no antrian lumayan nunggu 1 jam nanya deh akhirnya itu antrian apa pas dijawab mas nya itu antrian take away. hmmm
perasaan kita bilang ber4 makan disana, kita mau nunggu biar dapet meja...
tbtb yang baru dateng duduk di tempat take away dikasih no meja sedangkan kita nggakk..
akhirnya nanya lg deh sempet dijelasin kita makan disini dan bla bla
tbtb dikasih no meja dan mas nya ngmg kalau ada meja yang kosong buat ber4 di coba tempatin aja
lah klo gt knp ga drtd😭
aku sempet bingung sama proses antriannya, ya mungkin waktu kesana grgr baru dibuka lg kli ya.
atau mungkin pd saat aku kesana aja jd seperti itu mas nya lg bt mungkin aku coba positif thinking✨
btw makannya enak banget, harga murah pas deh buat kantong mahasiswa😊",969,
haikal ramli,5.0,4 tahun lalu,2021-05-23T13:56:26Z,"Hindari kesini saat weekend karena antrinya bisa sejam lebih. Overall semua menunya enak, mie gurih dan side dishnya juga enak. Harga terjangkau. Rasanya ga jauh beda dengan gacoan di jogja atau malang.",202,
Mahardhika Augusta,5.0,2 minggu lalu,2025-07-02T10:41:43Z,"Yuk upgrade musolanya, kecil banget gilak kek mangkok siomay itu musola wkwk",76,
Ridhwanul Hakim,5.0,2 minggu lalu,2025-07-01T12:18:32Z,Tempatnya nyaman banget enak habis ngampus langsung makan disini,64,
Suka Pergi,4.0,3 tahun lalu,2022-06-26T23:57:51Z,"Kalau kesini milih makan karena murah dan bikin kenyang, ya paling buat cara antrinya aja yang harus dirubah karena makan waktu. Disisi lain tempat nya enak.",157,
reyhan baehaqi,5.0,7 bulan lalu,2024-11-26T09:30:13Z,Makanan nya enak2 dan harga terjangkau murah cocok untuk mahasiswa,66,
Maulina Dwi Yuniasih,5.0,3 bulan lalu,2025-04-09T16:09:00Z,Pelayanannya cepat karena tidak seramai dulu,44,
Sri Rizki Wahyuni,5.0,seminggu lalu,2025-07-03T08:55:45Z,"good job mie gacoan, tempat makan murah deket kampus yg oke buat nongkrong👍",75,
Yola Widya,4.0,3 tahun lalu,2021-10-01T06:22:14Z,"Mienya enak banget deh. Ada level pedas juga buat yg suka pedes. Topping pangsit isinya oke bangeet. Udah gitu tempatnya juga asyik buat dipake foto2. Pokonya harus ke sini bawa temen atau keluarga, tapi kalau sendiri juga asyik ko hehe.

Harus sabar antre yaaa.. but it worth sama rasa mie dan harganya yang murah2",315,
Rafied Ridwan,4.0,3 tahun lalu,2022-04-03T22:55:57Z,"Tempat : Cukup nyaman, hanya saja ketika masuk terlalu banyak yang antri, dan terjaga kebersihannya.
Makanan : Dengan harga yang sangat terjangkau untuk masyarakat, dari setiap menu yang ditawarkan sangat enak dan betul betul worth it. wajib cobaaaa
Harga : sangattttt terjangkau

Pesan sedikit bagi yang mau kesini harus sabar antri yaaa..",340,
ekoteguh wahyudi,5.0,3 tahun lalu,2021-09-24T16:31:50Z,"Harus Sabar dengan Antriannya yang lumayan panjang setiap harinya. Parkir motor padat ,untuk parkir mobil lumayan susah karena lahan parkir yg terbatas. Harga terjangkau termasuk kategori murah dgn menu mie yg enak.",215,
Hade Nadia Husnia,5.0,11 bulan lalu,2024-07-23T09:21:20Z,"tempatnya bersih, nyaman, dan pelayanannya enakeunn, makanannya jg enakkk 😋🙌",76,
Mayang Mutia Utami,5.0,Diedit setahun lalu,2022-01-15T10:41:12Z,"tempatnya luas, antrinya skrg udah ga terlalu lama kaya dulu. paling suka mie pedas gurih (namanya apa ya lupa) yg lv 2, dimsum udang keju, sama es buah yang pake susu. worth for the price👍",189,
Euis Fauziah,4.0,8 bulan lalu,2024-11-05T12:14:09Z,"Rekomendasi untuk anak sekolah dan anak kuliahan, harganya yang terjangkau dan tempatnya yang strategis.",104,
Shella Puspita,5.0,2 tahun lalu,2022-10-31T10:47:46Z,"Seperti biasa selalu ramai, tapi ga nunggu terlalu ramai. Makanan nya murah murah dan enak, apalagi udang keju nya. Waktu itu gabisa duduk di atas,",147,
Dyra Raihan,4.0,3 tahun lalu,2022-06-19T23:10:43Z,"Untuk makanannya pedas banget, saya sarankan buat yang tidak bisa pedas level 0 dan 1 cukup.

Untuk tempatnya oke hanya saja antrian-nya panjang buangett lagi weekend.",167,
Devy Eka pradiptie,5.0,4 tahun lalu,2021-05-17T00:55:50Z,"Ramenya luar biasaaaaa ...antrian bs 40 meter..ngantrinya aja sejam lebih, blum antri makanan datang..bnyak yg datang Krn trnyata harganya itu cuma 10rb an aja! Kirain teh harga premium ..harga kaki lima rasa bintang lima..rasa mienya Kya mie2 di restoran mahal, pngsitnya beda ga ky yg lain ..
Masalahnya Krn saking ramenya, jadi ga bs dapet tempat duduk buat mkn d tmpat .jadilah take away aja ..",398,
Daniswara Mahadi,5.0,sebulan lalu,2025-06-11T13:11:44Z,Tempatnya cozy dan harganya benar benar affordable. Semua pesanan tersedia. All good. Terima kasih!,99,
Hey Mey’s Journey,4.0,4 tahun lalu,2021-04-16T17:12:39Z,"Mienya mirip mi yamin versi kekinian.
Ada angle (ori), setan (mie yamin asin), iblis (mie yamin manis)
Harganya murmer untuk mie seporsi 10.5 udah masuk pajak
Pilihan lain ada dimsum

Tempat luas banget tapi hati2 datang pas hari weekend siang bakal antri panjang banget, kemarin aku antri lebih dari 1 jam.",307,
Nana Diana,3.0,5 bulan lalu,2025-01-26T02:36:09Z,"Saya pernah dapat kasirnya gak kasih kembalian yg sesuai. Memang hanya 500 rupiah, tetapi dia sama sekali tidak konfirmasi. Saya juga tidak ingin protes on the spot. Tapi mohon dibina kembali staf yang bekerja tidak sesuai SOP.",227,
Mario Ivan Nanlohy,2.0,4 tahun lalu,2021-05-11T15:55:21Z,"Pelayanan di Kasir sangat tidak memuaskan.
Antrian membeludak namun mesin kasir hanya 1.
Mohon diperbaiki lagi.
Dengan space resto sebesar itu,
Customer kehabisan waktu hanya untuk mengantri bayar sebelum makan.
Sungguh menyedihkan.",232,
Masriyanti -,5.0,3 tahun lalu,2021-11-01T14:54:00Z,"Luar biasaaaa,,, ngantri nyaa panjang banget, waiting listnyaa parah, setiap hari selalu ramee....
Kemaren kesini pas lagi ujan, jadi tempatnya terjangkau,, jadi cuma bisa take away, gabisa makan di tempat",205,
Milla Oktavia,3.0,5 bulan lalu,2025-02-08T09:16:03Z,"Tempat nya lumayan bagus nyaman, kebersihan juga oke soal rasa jngn di ragukan lgii IS THE BEST BGTTT POKONYA👍😋",111,
Isma hapiyana,4.0,3 bulan lalu,2025-04-02T07:03:10Z,"Maaf mie gacoan, saya sedikit kecewa untuk skrg padahal sudah berlangganan tapi kenapa ya kasirnya kurang enakeun judes kalo boleh saran lebih baik lagi pelayanan nya ya , sukse selalu mie gacoan setiabudi",205,
anisa nurhasanah,5.0,3 tahun lalu,2022-03-12T06:39:48Z,"Rasanya enaakkkk harganya murahhhh meriaahhhh
Kalo mau makan ditempat harus sabar antrinya 😁 kisaran 1-2 jam untuk bisa dapat tempat duduk
Kalo rumahnya Deket sih mending delivery via ojek online lebih enak sihh",211,
Naufal Maulvi Reisyahri,3.0,setahun lalu,2023-11-18T12:18:12Z,Rasa mienya ngga segurih dulu dan mienya ngga panas jadi ada rasa kecewa + tissue habis (ini restoran makan loh ko bisa tissue kehabisan stok),142,
Tatiek Heny Soepriyatni9,5.0,4 tahun lalu,2021-05-23T02:13:51Z,"Mienya enak, semua menunya enak antara foto, tampilan langsung dan rasa sangat sesuai begitupun harganya pas untuk kantong para mahasiswa terlebih di dukung dengan tempat yang mengasyikan.
Harga PKL, rasa Restaurant, tempat Bintang Lima.
👍👍👍👍",242,
Allisah Risma Putri,2.0,3 bulan lalu,2025-04-08T05:46:01Z,"lama banget pelayanannya, sampe komplain yg ke 2x baru di siapkan pesanannya. mi nya udah dingin, es udah mencair",113,
Yanti Suhendar,4.0,6 bulan lalu,2025-01-11T12:49:24Z,"Untuk saat masuk area antri pemesanannya sudah baik, untuk proses pemesananya juga baik. Untuk makanannya enak sama seperti di store lainnya. Pelayanannya cukup oke",164,
kahar yaya,4.0,Diedit 2 tahun lalu,2021-03-14T06:22:22Z,"Mienya enak dan udang rambutan serta es genderuwo, pedesnya pas (level 8 josss) 😂 sayang dinsum ayamnya disajikan dingin 😵‍💫",124,
Riani Pratiwi,5.0,2 minggu lalu,2025-06-26T08:25:54Z,"ihh enak banget suka tempat nya juga nyamann
AYLOP MIE GACOAN STIABUDI🫰🏻🫰🏻",74,
Mada Nuriana,5.0,4 tahun lalu,2021-04-10T06:02:25Z,"Harus sabar mengantri untuk bisa makan di tempat ini.
Dengan harga yang terbilang murah meriah, jangan ragu untuk membeli banyak, semua dicoba sbg ganti ngantri haha
Over all tempatnya nyaman.
Tapi mushola kecil dan tempat wudhu nya juga terbuka.
Smg bisa diperbaiki lagi oleh manejmennya.
Musikyg diputer kegedean juga volumenya 😁",331,
Agung Setiawan,5.0,2 minggu lalu,2025-06-27T10:16:24Z,"Hahahaha Mau aja kasi bintang 5.
Rekomendasi, kalo ke bandung gak ke gacoan. Gak Well",85,
Ramdhan Mardiansah,5.0,3 tahun lalu,2022-07-11T13:56:50Z,"Belum pernah dine in di sini selalu penuh jadi suka take way, untuk tempat seperti biasa gacoan pada umumnya dengan kursi kayu di depan dan area outdoor dengan kursi batu untuk makanan gk tau kenapa yang di outlet ini bener bener enak banget rasa nya selalu beda sama outlet yang lain kepedasan pun untuk di sini tidak tanggung dan tidak pelit sama sekali pokoknya untuk outlet terthebest di Bandung hanya di gacoan Sukajadi",424,
Yadi Haryadi,5.0,3 tahun lalu,2022-03-22T07:01:53Z,makanannya enak .. dimsum  dan mie nya juara  munumannya juga segar .. harga sangat terjangkauu ..... bersih memperhatikan.....protokol kesehatan,145,
andykus,5.0,3 tahun lalu,2022-07-16T07:22:45Z,"Ngasih bintang lima rasanya sebanding ya untuk kualitas rasa mie gacoan..varian rasanya juga enak semua..minuman enak semua begitu pula dimsum-nya, mantap...untuk tempat luas banget..sampai ada space khusus buat ojek online..TAPI...sayangnya untuk parkir gak ramah bagi pengendara roda empat..jadi parkir di pinggir jalan..",323,
Lily Octaviani,5.0,setahun lalu,2023-09-24T10:40:58Z,"Sangat menarik ya, dengan harga yang terjangkau bisa kita dapatkan sajian yang mewah yaa.. sehingga dapat dinikmati oleh banyak kalangan, tempatnya selalu ramai karena letaknya strategis dekat dengan beberapa universitas dan sekolah. Pokoknya oke deh👍👍👍",253,
Fajri Rian,3.0,3 tahun lalu,2022-06-18T11:54:21Z,"Rasa enak tapi pelayanan kurang. Beda perlakuan ke pembeli, ada yg boleh makan di tempat, ada yang tidak.",105,
Sabrina Aisha,5.0,2 minggu lalu,2025-07-01T09:26:23Z,"makanan enak dan terjangkau, pelayanan baik dan sangat ramah",60,
Nafisah Auliyaa,5.0,seminggu lalu,2025-07-03T08:37:17Z,"makanan dan minumannya enak, porsinya pas, dan tempatnya cocok",62,
Najiah Hajimah,5.0,6 hari lalu,2025-07-10T10:00:07Z,"tempat nya bersih, makanan nya enakkkk , suasanya adem ngt",58,
Agus Rahmatulloh,5.0,3 tahun lalu,2021-08-23T12:49:15Z,"Kalo kuliah offline, pasti ini tempat bakal jadi base camp baru. Tempatnya besar sekali dan berada dipinggir jalam utama jadi keliatan bgt gaakan nyasar. Harganya murah pake bgt kisaram 10K kalian udh bisa makan mie. Soal rasa mah gausah ditanya wkwk enak woy",259,
Winda Nuraeniah,5.0,4 tahun lalu,2021-06-22T12:29:51Z,"Bener benerr se Wortit ituu
Emang selalu penuhhh jugaa
Buat kalian yang mau ke mie Gacoan di jam jam santai dan di hari weekday supaya dapet slot buat makan di tempat",166,
deeva khaka time,5.0,2 tahun lalu,2023-07-04T10:27:50Z,Udah pasti pada tau gacoanlah ya.... Tempatnya selalu luas dan ada area outdoor. Selalu suka sih kesini.,104,
Nurul Masitha,5.0,3 tahun lalu,2022-07-12T01:32:53Z,"Buat dine in bru bisa jam 12 siang, jd pas ksna jam 10 cuman bisa take out, dan antrian ojek online rame banget, tp antrian ojol dipisah kok sama yg mau takeout,  jd emg harus extra sabar, tp mie nya emang enak sama gorengannya yg udang keju dan udang rambutan",260,
Nira R,4.0,2 tahun lalu,2023-06-03T15:15:00Z,"semua menu di sini murah bgt. tadi dateng pas jam makan siang ga ngantri sama sekali, malah banyak tempat kosong. untuk rasa oke lah sebanding dgn harga. mie gacoan level 1 aja udah pedes bgt. kalau ga kuat mending pesen mie suit aja",233,
navela rahma,5.0,4 tahun lalu,2021-04-02T20:31:23Z,"Menunya recommended banget. Harganya terjangkau lagi. Karena itulah tempat ini selalu rame, weekdays ataupun weekend. Jadi, kalau kalian mau kesitu, dine in, siapin waktunya sekitar 1-2 jam buat antri yaa. Karena asli rame bangett.",231,
Yuni Anggraeni,5.0,3 tahun lalu,2021-10-24T15:17:12Z,"Suka makanannya murah murah dan enak . Tapi ngantrinya beuhhh lama beberapa kali kesana gadapet tempat terus,tapi kali ini  berkat kesabaran  alhamdulillah dapet.",162,
rama adhan14,1.0,5 bulan lalu,2025-02-16T07:22:17Z,"Dih, parkir apaan coba motor 3k, di indomaret aja 1k di Terima, ini di kasih 2k malah minta nambah, dah lah dr pd cape cape drng kesitu bayar parkir 3k mending ke WizzMie aja harga sama, parkir jg di parkirin kalo keluar ya di keluarin motornya, lah ini udh parkir sendiri keluar in sendiri parkir 3k, bukan masalah uangnya sih kayak kurang gimana gitu kalo kek gitu teh.",371,
Son Hyejoo,5.0,8 bulan lalu,2024-10-21T12:30:03Z,"Alhamdulillah puas bngt makan disini, terimakasih pelayanan nya jg baik dan bagus. Lanjutkan ya",95,
Rahmadhani Ayuning,5.0,2 minggu lalu,2025-07-01T05:09:42Z,"pelayanan nya baik, saya tidak menunggu lama untuk pesanan nya🤩",63,
Jessica C,4.0,3 tahun lalu,2022-05-22T09:17:04Z,"1. Mie Setan Lv. 1
Mie di sini seporsi cuma seharga 10.9K aja. Menurutku lv 1 mie setan mereka aja udah cukup pedas loh karena emang cabainya pakai cabai merah yang diulek gitu, jadi pas datang aja aroma pedasnya aja udah tercium. Pas makan sebenarnya gak terlalu pedas tapi setelah suapan terakhir pedasnya itu menjalar ke tenggorokan, jadi saranku prepare minuman yang cukup banyak setelah suapan terakhir. Tekstur mienya aku cukup suka sih, yang tipis' dan lembek gitu, rasanya juga lumayan enak asin gurih dengan serbuk daging ayam dan pangsit goreng sebagai topingnya.",573,
Fitria Maghfiroh,5.0,2 tahun lalu,2023-06-01T16:24:25Z,"Harga makanan dan minumannya sangat affordable, tempatnya luas, bagi yang suka pedas dan suka mie, Mie Gacoan tempat yg harus dikunjungi.",137,
Ali Suminoredjo,5.0,2 tahun lalu,2023-03-26T13:55:19Z,Tiap kerja mampir kesini tuh kek jadi hal yg di sukai alwys rame sih😭😭SELAIN KUALITAS baguss PANGSIT NYA PALING ENAK PALING GEDE GEDE DARI SEMUA GACOAN 😭😭THXYOU YAK GA BIKIN BOSEN DATENG KESINI,193,
Naysila Rahmawati,3.0,6 bulan lalu,2024-12-19T13:14:38Z,"tolonh buat tukang parkir diluarnya itu ganggu bgt.
udah mah awalnya ga nolongin pdhl posisi aku mau ngeluarin motor tuh susah bgt giliran udh hampir mau nabrak motor org baru tuh bantuin ngeluarin motornya, itupun nolongin yaa ketus bgt tu mukanya.

TOLONG YAA PIHAK GACOAN! service sm makanan digacoannya enak bagus ramah tp ITU TUKANG PARKIRNYA GA GUNA BANGET LAH :(, yg tadinya seneng abis makan gacoan jd badmood perkara si tukang parkirnya",445,
Silviharyani Mendrofa,5.0,2 minggu lalu,2025-06-28T06:18:03Z,"Makanan enak, harga terjangkau, pelayanan baik",46,
Hani Hendriana,5.0,3 bulan lalu,2025-03-26T12:55:27Z,"Tempat nya enak, makanan enak, harga ramah di kantong. Pelayanan nya mantap ramah ramah, tolong pertahanin yakkkk!!🥰",116,
Mochamad Marcell,3.0,4 tahun lalu,2021-04-12T17:29:49Z,"Sangat disayangkan tempat makan ini hanya menyediakan satu kasir saja dan karena itulah antrian menjadi sangat panjang bahkan bisa memakan waktu sampai kurang lebih 1 jam. Seharusnya tempat makan ini menyediakan komputer order/kasir lebih dari satu untuk mengurangi antrian panjang dan kerumunan (saya lihat tidak ada protokol kesehatan Covid-19 dengan berjarak fisik 1 meter di area antrian tersebut), padahal sejak awal tempat makan ini dibuka antriannya selalu penuh dan panjang bagi mereka yang ingin memesan dine in, take away, ataupun orderan online dari ojol, seharusnya pemilik sadar akan hal itu. Semoga kedepannya bisa lebih baik lagi terkait pelayanan tersebut. Selebihnya makanannya cukup enak!",706,
Sonia Priskilia,5.0,3 tahun lalu,2022-05-04T15:34:56Z,"rasa makanannya mantap banget hanget dan enak, isian dimsumnya padat dan berasa, mie nya juga enak dan harganya murah terjangkau untuk tempatnya luas cuma parkiran aja susah",173,
Geraldhika Revaldo Arya Rinding,4.0,2 tahun lalu,2022-08-11T07:31:59Z,"Harga :  5/5
Porsi   : 4/5

Makanan yang cocok kalo kantong lagi kering. Dengan 12k aja udah bisa makan mie enak dengan toping pangsit yg melimpah. Namun, untuk take away packaging kurang aman. Mungkin lama ngantri ya, jadi kotaknya agak rembes. Jangan lupa cobain dimsumnya yang juara banget.",293,
Kristina Nopalita Nainggolan,5.0,2 tahun lalu,2022-12-15T13:49:13Z,"Dibanding cabang lain, yg ini ga terlalu rame ga perlu waiting list utk makan di tempat. Setelah pembayaran makanannya juga cepat datang dan mienya tidak lembek.",161,
QB Channel,5.0,3 tahun lalu,2021-09-12T05:31:06Z,"Dari minggu kmarin2 kesini slalu ga dpt tempat krna antrian dan parkiran full. Hari ini pas kesana dapat juga ""jatah"" nyobain nya.. dan ini asli emang enak, murah, mantap, merakyat, pokoke TERJANGKAU lah guys dan worth it nampolllll laaaah .... lu musti coba 🤭💪💪💪💪",264,
Lusi ana,5.0,3 minggu lalu,2025-06-22T11:25:36Z,makanan nya enak dan memuaskan pokoknya gacoan Setiabudhi Ter the bestt well,76,
Elysa Nur Cahyani,5.0,4 tahun lalu,2021-04-11T04:46:41Z,"BENERAN WORTH IT BANGET. harganya murah, tempatnya murah tapi antri banget hei mungkin krn masih baru ya. Lokasinya juga ada indoor & outdoor. parkiran motornyanjuga luas banget. Pelayanannya agak lama krn ngantri banget",220,
Bakhtiarani Naila,5.0,2 minggu lalu,2025-06-27T10:16:46Z,"Pelayanan ramah, cepet, efiisen.",32,
Anita Yuliani,5.0,4 tahun lalu,2021-05-14T07:14:05Z,Murah gilaaa... Harga kaki lima tempat  menengah.. Rasa nya enak,64,
Yoriza Indrie,4.0,4 tahun lalu,2021-05-17T08:36:35Z,"Lokasi sebelah dari UNPAS setiabudi bandung, tempat luas, kalo ke sini harus siap siap antri panjang, makanan enak, harga terjangkau, semoga buka cabang di daerah lain ya",170,
Almilatul Hasanah,5.0,2 tahun lalu,2023-02-28T08:50:59Z,"Makanannya enak, tempatnya nyaman. Pelayananan juga baik dan rapih jadi pengunjung pun nyaman",93,
